cource,type,ver,image_path,rate_0,rate_1,rate_2,rate_3,rate_4,rate_5,rate_6,rate_7,rate_8,rate_9,rate_10,rate_11
ヘイホーこうざん,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】レート2万耐久＆30披露【シェリンにじさんじ】_02h05m26s.jpg,2371,2332,12536,1781,19891,12014,0,18238,0,10469,32146,0
ハイラルサーキット,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】レート2万耐久＆30披露【シェリンにじさんじ】_02h09m14s.jpg,2391,2339,19911,12015,40050,18229,0,10499,22149,26029,0,0
N64レインボーロード,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】レート2万耐久＆30披露【シェリンにじさんじ】_02h13m05s.jpg,2391,2336,19928,12026,40062,18230,0,0,2213,26019,36921,31199
ドーナツへいや,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】レート2万耐久＆30披露【シェリンにじさんじ】_02h16m38s.jpg,2339,19917,12029,40075,18226,25629,10519,22149,26006,36929,31206,29901
スイーツキャニオン,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】レート2万耐久＆30披露【シェリンにじさんじ】_02h19m50s.jpg,2337,19908,12064,40078,10515,22159,26008,36939,31189,30169,0,0
パックンスライダー,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】レート2万耐久＆30披露【シェリンにじさんじ】_02h23m20s.jpg,2339,19885,12066,40080,10539,26007,36931,31189,30189,0,20126,0
ドーナツへいや,mirror,DLC1,data\images_person1\DLC1\【マリカ8DX】レート2万耐久＆30披露【シェリンにじさんじ】_02h26m59s.jpg,19915,12052,40057,10544,26027,36929,31186,30199,22089,20118,12149,0
キノピオサーキット,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】レート2万耐久＆30披露【シェリンにじさんじ】_02h30m05s.jpg,19930,12076,40033,10579,26016,36943,31161,30199,22098,20109,0,27429
グラグラかざん,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】レート2万耐久＆30披露【シェリンにじさんじ】_02h33m02s.jpg,19907,12088,40009,10579,26042,36947,31149,30219,22118,20098,12151,27429
GBAマリオサーキット,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】レート2万耐久＆30披露【シェリンにじさんじ】_02h36m47s.jpg,19928,12074,40026,10610,26015,36937,30231,0,0,12139,0,28949
ドーナツへいや,200cc,DLC1,data\images_person1\DLC1\【マリカ8DX】レート2万耐久＆30披露【シェリンにじさんじ】_02h40m02s.jpg,19920,40043,10623,26012,36937,30220,0,20129,0,27428,13836,0
マリオカートスタジアム,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】レート2万耐久＆30披露【シェリンにじさんじ】_02h42m41s.jpg,19906,40047,10614,25998,36927,30208,0,20159,12121,13861,11266,36218
新レインボーロード,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】レート2万耐久＆30披露【シェリンにじさんじ】_02h45m56s.jpg,19900,40056,10600,25984,36927,30202,0,0,12118,13839,1128,0
スイーツキャニオン,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】レート2万耐久＆30披露【シェリンにじさんじ】_02h49m38s.jpg,19919,40050,10635,25966,36900,30211,0,20199,12118,13861,36198,13469
ヨッシーバレー,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】レート2万耐久＆30披露【シェリンにじさんじ】_02h53m35s.jpg,19904,10625,25976,36900,30210,22172,20196,12119,13456,23969,0,37639
ピーチサーキット,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】レート2万耐久＆30披露【シェリンにじさんじ】_02h57m41s.jpg,19924,10648,25972,36914,30189,22180,0,12119,13449,18769,12241,0
ヨッシーサーキット,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】レート2万耐久＆30披露【シェリンにじさんじ】_03h01m14s.jpg,19937,10642,25989,36907,22196,20200,12141,13449,18751,12228,0,591
リボンロード,mirror,DLC1,data\images_person1\DLC1\【マリカ8DX】レート2万耐久＆30披露【シェリンにじさんじ】_03h04m44s.jpg,19944,10664,26005,36878,22211,20197,12121,13439,18739,12238,29828,22109
SFCレインボーロード,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】レート2万耐久＆30披露【シェリンにじさんじ】_03h08m11s.jpg,19947,10699,26022,36867,22222,20185,0,13429,18768,0,29819,22099
ドーナツへいや,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】レート2万耐久＆30披露【シェリンにじさんじ】_03h11m35s.jpg,19955,10702,26043,36879,20173,12108,0,12199,22118,0,0,22759
SFCレインボーロード,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】レート2万耐久＆30披露【シェリンにじさんじ】_03h14m32s.jpg,19982,26036,36892,20175,12128,13448,0,0,32261,22779,18736,0
ツルツルツイスター,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】レート2万耐久＆30披露【シェリンにじさんじ】_03h17m59s.jpg,19989,26058,36863,20166,12120,13473,22109,11048,32249,49928,30869,0
ココナッツモール,mirror,DLC1,data\images_person1\DLC1\【マリカ8DX】レート2万耐久＆30披露【シェリンにじさんじ】_03h27m47s.jpg,12054,10825,15756,14846,9299,31562,31099,30309,0,21378,0,0
ビッグブルー,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】昼レート【シェリンにじさんじ】_00h05m29s.jpg,15836,13696,11148,2314,10727,10927,18005,9411,1449,9871,18869,9813
キノピオサーキット,mirror,DLC1,data\images_person1\DLC1\【マリカ8DX】昼レート【シェリンにじさんじ】_00h08m53s.jpg,12836,9312,12145,10408,15837,14372,9982,10082,4610,11309,983,17996
スカイガーデン,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】昼レート【シェリンにじさんじ】_00h12m17s.jpg,9306,10401,15848,14395,9966,10081,4628,9850,17985,9129,1927,9502
ウォーターパーク,200cc,DLC1,data\images_person1\DLC1\【マリカ8DX】昼レート【シェリンにじさんじ】_00h16m23s.jpg,9303,10403,15822,14366,9985,10080,4652,9842,18000,9139,0,9514
メイプルツリーハウス,200cc,DLC1,data\images_person1\DLC1\【マリカ8DX】昼レート【シェリンにじさんじ】_00h19m35s.jpg,10426,15810,14360,10003,10089,4656,17981,9129,9541,0,0,0
ビッグブルー,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】昼レート【シェリンにじさんじ】_00h22m56s.jpg,10404,15787,14382,9990,10108,4687,17971,10391,10718,10139,10507,0
ココナッツモール,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】昼レート【シェリンにじさんじ】_00h26m02s.jpg,13820,17844,11679,16181,12993,10641,1038,12928,11793,9529,0,0
リボンロード,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】昼レート【シェリンにじさんじ】_00h28m35s.jpg,13845,17836,11663,16196,12998,10624,1036,12944,9537,9135,17984,9995
どうぶつの森,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】昼レート【シェリンにじさんじ】_00h32m11s.jpg,13861,11638,13021,10621,1037,12927,9550,9133,0,0,0,0
ココナッツモール,mirror,DLC1,data\images_person1\DLC1\【マリカ8DX】昼レート【シェリンにじさんじ】_00h35m41s.jpg,13880,11621,13036,10612,1035,12931,9550,9148,17975,1001,0,14897
ネイチャーロード,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】昼レート【シェリンにじさんじ】_00h38m56s.jpg,7353,6581,7438,8163,8669,2634,0,8215,8559,8337,8121,8016
ベビィパーク,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】昼レート【シェリンにじさんじ】_00h43m38s.jpg,11476,1713,13835,9677,16700,15677,9288,10732,27659,0,0,0
キノコリッジウェイ,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】昼レート【シェリンにじさんじ】_00h46m23s.jpg,11483,1721,13850,9685,16689,15681,10721,14450,18028,14920,15038,14541
スカイガーデン,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】昼レート【シェリンにじさんじ】_00h50m11s.jpg,11484,1729,13858,9678,16678,15691,10711,14472,18025,14891,15054,14568
チクタクロック,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】昼レート【シェリンにじさんじ】_00h54m11s.jpg,11486,1734,13831,9698,16676,15681,10697,14489,0,0,0,0
N64カラカラさばく,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】昼レート【シェリンにじさんじ】_00h57m38s.jpg,11487,1735,13803,9719,16699,15685,10723,14475,18034,14913,14579,9059
キノピオハーバー,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】昼レート【シェリンにじさんじ】_01h01m08s.jpg,11488,1736,13794,9708,15709,10735,14485,18030,14928,14607,9059,7247
ネイチャーロード,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】昼レート【シェリンにじさんじ】_01h05m11s.jpg,11482,1744,13770,9732,15703,10756,14496,18031,14907,0,0,0
トーキョースクランブル,200cc,DLC1,data\images_person1\DLC1\【マリカ8DX】昼レート【シェリンにじさんじ】_01h08m44s.jpg,11458,1748,13771,9735,15677,10782,14506,18051,14912,14602,7280,14822
カラカラさばく,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】昼レート【シェリンにじさんじ】_01h11m35s.jpg,11448,1760,9752,15646,10793,14482,18062,14908,14627,7308,14808,0
キノコリッジウェイ,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】昼レート【シェリンにじさんじ】_01h15m38s.jpg,11429,1769,9757,15626,14492,18072,14928,14631,7338,0,0,1357
ヨッシーバレー,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】昼レート【シェリンにじさんじ】_01h19m17s.jpg,11434,1773,9758,15634,14486,18072,14942,14601,7369,0,0,0
チョコマウンテン,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】昼レート【シェリンにじさんじ】_01h23m29s.jpg,11428,1771,9767,15657,18044,14921,7395,9126,10462,13608,11878,0
メイプルツリーハウス,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】昼レート【シェリンにじさんじ】_01h27m11s.jpg,11402,1784,9786,15663,18058,14901,7425,9132,10471,0,0,942
ヨッシーサーキット,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】昼レート【シェリンにじさんじ】_01h30m26s.jpg,11390,1788,15665,18068,14899,7433,9148,10450,13610,11839,0,9734
ドーナツへいや,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】昼レート【シェリンにじさんじ】_01h33m56s.jpg,11374,1786,18082,14882,7456,9164,10446,13635,11843,9437,9721,5842
ヘイホーこうざん,mirror,DLC1,data\images_person1\DLC1\【マリカ8DX】昼レート【シェリンにじさんじ】_01h37m35s.jpg,18099,7480,9174,10435,13624,11855,9453,9722,5856,0,0,0
ミュージックパーク,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】昼レート【シェリンにじさんじ】_01h41m50s.jpg,18118,7507,9168,10441,13629,11828,9442,9719,5868,9758,1486,14994
ドーナツへいや,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】昼レート【シェリンにじさんじ】_01h45m50s.jpg,18122,7537,10424,13618,11831,9439,9742,5870,9777,4665,0,9842
ミュートシティ,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】昼レート【シェリンにじさんじ】_01h49m50s.jpg,18136,7568,13618,11839,9432,9761,5869,9761,14857,14994,984,17107
キノピオサーキット,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】昼レート【シェリンにじさんじ】_01h53m20s.jpg,18156,7591,13594,11828,9437,5878,9785,14836,15003,0,0,0
ドルフィンみさき,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】昼レート【シェリンにじさんじ】_01h56m29s.jpg,18138,7623,13586,11807,9458,5898,9794,14855,9859,0,0,0
トーキョースクランブル,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】昼レート【シェリンにじさんじ】_02h00m17s.jpg,18152,7654,13587,11791,9445,5904,9795,14869,9864,13589,975,20314
ウォーターパーク,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】昼レート【シェリンにじさんじ】_02h03m53s.jpg,18143,7674,13593,11810,9439,9796,14853,9888,19366,0,0,18612
パリプロムナード,150cc,DLC1,data\images_person1\DLC1\【マリカ8DX】昼レート【シェリンにじさんじ】_02h07m26s.jpg,18159,7705,13590,11806,9434,14858,9886,19375,9296,9625,18009,12696
マリオカートスタジアム,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】なる早で走るゲーム【シェリンにじさんじ】_00h06m11s.jpg,25789,0,20881,30518,15073,20443,8511,35938,37463,27541,35331,12969
スイーツキャニオン,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】なる早で走るゲーム【シェリンにじさんじ】_00h10m41s.jpg,25821,20845,15137,20448,8521,35932,37457,27534,12977,23909,21001,10076
マリオカートスタジアム,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】なる早で走るゲーム【シェリンにじさんじ】_00h13m59s.jpg,25816,20864,15121,20461,8538,35945,37474,27518,12968,23900,21008,26770
スイーツキャニオン,mirror,DLC2,data\images_person1\DLC2\【マリカ8DX】なる早で走るゲーム【シェリンにじさんじ】_00h17m38s.jpg,25825,20865,15146,20442,8534,35945,37468,27536,12964,23892,20994,26793
ドーナツへいや,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】なる早で走るゲーム【シェリンにじさんじ】_00h21m26s.jpg,39403,22020,36702,34484,24682,48107,27700,22679,34273,41428,25511,23914
スイーツキャニオン,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】なる早で走るゲーム【シェリンにじさんじ】_00h24m59s.jpg,39419,22036,36710,34485,24660,48091,27701,34298,41437,25505,23899,37398
スイーツキャニオン,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】なる早で走るゲーム【シェリンにじさんじ】_00h28m14s.jpg,39441,22037,36697,34463,24685,48080,27708,34281,41439,25534,23919,37398
マリオカートスタジアム,mirror,DLC2,data\images_person1\DLC2\【マリカ8DX】なる早で走るゲーム【シェリンにじさんじ】_00h31m32s.jpg,39439,22034,36674,34446,48088,27711,34289,41454,25533,23954,26807,33505
マリオカートスタジアム,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】なる早で走るゲーム【シェリンにじさんじ】_00h34m44s.jpg,39413,22041,36694,34448,48091,27709,34305,41474,25513,23950,26821,20997
スイーツキャニオン,mirror,DLC2,data\images_person1\DLC2\【マリカ8DX】なる早で走るゲーム【シェリンにじさんじ】_00h38m14s.jpg,39424,36703,34429,48107,27690,34311,41465,25540,23949,26813,21009,39708
リボンロード,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】なる早で走るゲーム【シェリンにじさんじ】_00h42m05s.jpg,39413,36704,34417,27693,34333,41434,25565,23970,21001,39711,32206,0
スイーツキャニオン,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】なる早で走るゲーム【シェリンにじさんじ】_00h45m29s.jpg,39381,36685,34438,27694,34360,41438,25561,23956,21028,39705,32212,0
ドーナツへいや,mirror,DLC2,data\images_person1\DLC2\【マリカ8DX】なる早で走るゲーム【シェリンにじさんじ】_00h49m02s.jpg,39401,36656,34449,27717,34366,41451,25545,23962,21025,39683,32206,28253
スイーツキャニオン,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】なる早で走るゲーム【シェリンにじさんじ】_00h52m05s.jpg,36650,34471,27739,34378,41447,25580,23958,21013,39669,32189,28265,1236
スイーツキャニオン,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】なる早で走るゲーム【シェリンにじさんじ】_00h55m44s.jpg,36629,34490,27750,34402,41451,23942,21014,32176,28285,1250,32403,0
パリプロムナード,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】なる早で走るゲーム【シェリンにじさんじ】_00h59m29s.jpg,36645,34414,41443,23954,21001,32186,28272,1259,32395,28944,21895,23011
チョコマウンテン,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】なる早で走るゲーム【シェリンにじさんじ】_01h03m23s.jpg,36660,34436,23963,21001,32195,28261,1281,32375,28961,21899,22990,24522
スイーツキャニオン,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】なる早で走るゲーム【シェリンにじさんじ】_01h07m17s.jpg,36669,34422,23945,21030,32202,1295,32397,28947,21878,24528,22509,28451
スイーツキャニオン,mirror,DLC2,data\images_person1\DLC2\【マリカ8DX】なる早で走るゲーム【シェリンにじさんじ】_01h11m17s.jpg,12190,10432,10191,9681,32743,23922,33139,24529,0,0,0,0
スイーツキャニオン,mirror,DLC2,data\images_person1\DLC2\【マリカ8DX】なる早で走るゲーム【シェリンにじさんじ】_01h15m14s.jpg,23261,25976,29265,28560,28056,24330,30200,27349,16006,22081,18339,0
マリオカートスタジアム,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】なる早で走るゲーム【シェリンにじさんじ】_01h18m14s.jpg,23270,25987,29239,28540,28025,24360,30191,27348,16005,22108,18364,23931
スイーツキャニオン,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】なる早で走るゲーム【シェリンにじさんじ】_01h21m17s.jpg,23277,25975,29241,28554,28034,24355,30163,27373,16037,22096,18370,23906
スイーツキャニオン,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】なる早で走るゲーム【シェリンにじさんじ】_01h24m38s.jpg,23308,25982,29234,28533,28049,24360,30170,27343,16070,22094,18357,0
ドラゴンロード,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】なる早で走るゲーム【シェリンにじさんじ】_01h28m11s.jpg,23329,25970,29232,28527,28028,24335,30157,27368,16102,22107,18379,23877
マリオカートスタジアム,200cc,DLC2,data\images_person1\DLC2\【マリカ8DX】なる早で走るゲーム【シェリンにじさんじ】_01h31m44s.jpg,23330,25977,29216,28501,28008,30168,27393,16104,22134,18390,23852,24515
チョコマウンテン,mirror,DLC2,data\images_person1\DLC2\【マリカ8DX】なる早で走るゲーム【シェリンにじさんじ】_01h35m17s.jpg,25984,29213,28494,28022,30189,27383,16087,22117,18382,23842,24529,0
マリオカートスタジアム,200cc,DLC2,data\images_person1\DLC2\【マリカ8DX】なる早で走るゲーム【シェリンにじさんじ】_01h38m56s.jpg,25978,29218,28023,30163,27399,16110,22105,18389,23869,24520,32661,45924
スイーツキャニオン,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】なる早で走るゲーム【シェリンにじさんじ】_01h41m20s.jpg,25992,29207,28009,30177,27421,16098,22084,18406,23855,24551,32658,45913
マリオカートスタジアム,mirror,DLC2,data\images_person1\DLC2\【マリカ8DX】なる早で走るゲーム【シェリンにじさんじ】_01h44m56s.jpg,25966,29227,27991,30171,27424,16125,22083,18403,23873,24532,32659,45930
ドルフィンみさき,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】なる早で走るゲーム【シェリンにじさんじ】_01h48m59s.jpg,25945,29212,27988,30184,27432,16147,22111,18414,23859,24528,45896,30273
マリオカートスタジアム,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】なる早で走るゲーム【シェリンにじさんじ】_01h52m38s.jpg,25974,29232,27994,30154,27423,16145,22129,18406,23841,24529,45903,30271
マリオサーキット3,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】なる早で走るゲーム【シェリンにじさんじ】_01h56m23s.jpg,25978,29237,30129,27410,16178,22153,18427,23838,24530,45879,30240,27562
エキサイトバイク,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】なる早で走るゲーム【シェリンにじさんじ】_01h59m50s.jpg,29247,30103,27402,16210,22131,18439,23840,24516,45886,30244,27548,31511
スイーツキャニオン,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】なる早で走るゲーム【シェリンにじさんじ】_02h03m35s.jpg,29232,30083,27420,16227,22110,18475,23867,24518,45889,30234,27525,21051
スイーツキャニオン,mirror,DLC2,data\images_person1\DLC2\【マリカ8DX】なる早で走るゲーム【シェリンにじさんじ】_02h07m11s.jpg,29212,30077,22128,18462,23893,24512,45906,30218,27541,21059,42172,0
ドーナツへいや,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】なる早で走るゲーム【シェリンにじさんじ】_02h10m50s.jpg,29188,30091,22135,18460,23870,24501,45908,30210,42190,28114,23512,23233
スイーツキャニオン,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】マリカにじさんじ杯開催決定だそうで【シェリンにじさんじ】_00h07m56s.jpg,22127,23939,11402,41908,21971,24307,23967,27618,16761,21446,10925,0
マリオカートスタジアム,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】マリカにじさんじ杯開催決定だそうで【シェリンにじさんじ】_00h12m44s.jpg,22173,23920,11399,41891,21938,24338,23957,27608,16787,21482,10897,23607
スイーツキャニオン,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】マリカにじさんじ杯開催決定だそうで【シェリンにじさんじ】_00h23m56s.jpg,27454,27863,30699,23881,28140,35765,37412,38024,23883,27811,21003,23595
メリーメリーマウンテン,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】マリカにじさんじ杯開催決定だそうで【シェリンにじさんじ】_00h27m29s.jpg,27842,30705,23871,28154,37432,38037,23883,27800,21010,23574,20902,0
スイーツキャニオン,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】マリカにじさんじ杯開催決定だそうで【シェリンにじさんじ】_00h30m35s.jpg,27852,30676,23870,28152,38056,23894,27822,21002,23569,20887,26103,0
スイーツキャニオン,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】マリカにじさんじ杯開催決定だそうで【シェリンにじさんじ】_00h34m32s.jpg,27837,30673,23856,28176,38045,23905,27832,21000,23595,20911,26080,43018
ココナッツモール,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】マリカにじさんじ杯開催決定だそうで【シェリンにじさんじ】_00h38m05s.jpg,27810,30662,23868,28178,38035,23938,27844,20986,23588,20902,26099,43030
スイーツキャニオン,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】マリカにじさんじ杯開催決定だそうで【シェリンにじさんじ】_00h41m38s.jpg,27802,30657,28150,38030,23950,27856,20971,23576,20928,26088,43042,26567
スイーツキャニオン,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】マリカにじさんじ杯開催決定だそうで【シェリンにじさんじ】_00h45m32s.jpg,27824,30627,28137,38007,23958,20972,23559,20949,43049,26576,20005,26532
スイーツキャニオン,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】マリカにじさんじ杯開催決定だそうで【シェリンにじさんじ】_00h48m11s.jpg,27821,30627,28118,37980,23969,23592,20970,43029,26599,20005,26549,3478
ドーナツへいや,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】マリカにじさんじ杯開催決定だそうで【シェリンにじさんじ】_00h51m59s.jpg,27798,30616,37998,23945,23618,20964,43028,26617,20015,26562,3492,24575
スイーツキャニオン,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】マリカにじさんじ杯開催決定だそうで【シェリンにじさんじ】_00h55m26s.jpg,27814,38017,23971,23599,20963,43026,26629,20020,26545,3500,24579,22890
チョコマウンテン,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】マリカにじさんじ杯開催決定だそうで【シェリンにじさんじ】_00h59m05s.jpg,27804,38007,23604,20991,43024,26611,20039,26517,3501,24568,22921,0
スイーツキャニオン,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】マリカにじさんじ杯開催決定だそうで【シェリンにじさんじ】_01h02m17s.jpg,27791,37985,23613,20975,43036,26604,20019,26543,3529,24569,22936,28469
スイーツキャニオン,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】マリカにじさんじ杯開催決定だそうで【シェリンにじさんじ】_01h06m08s.jpg,27801,37976,23589,20964,20013,26549,3530,24573,22963,28494,28239,23339
スイーツキャニオン,mirror,DLC2,data\images_person1\DLC2\【マリカ8DX】マリカにじさんじ杯開催決定だそうで【シェリンにじさんじ】_01h09m44s.jpg,27785,37988,23589,20947,20028,26575,3528,24566,22980,28506,28237,23324
マリオカートスタジアム,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】マリカにじさんじ杯開催決定だそうで【シェリンにじさんじ】_01h13m11s.jpg,27799,38005,23605,20930,20042,26560,3526,24560,22981,28524,28235,23309
スイーツキャニオン,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】マリカにじさんじ杯開催決定だそうで【シェリンにじさんじ】_01h16m47s.jpg,27792,23610,20928,20036,26541,3524,24589,22993,28542,28243,27797,0
ドルフィンみさき,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】マリカにじさんじ杯開催決定だそうで【シェリンにじさんじ】_01h20m23s.jpg,27772,23613,20956,20015,26567,24606,23002,28548,28228,27788,21426,0
マリオカートスタジアム,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】マリカにじさんじ杯開催決定だそうで【シェリンにじさんじ】_01h24m08s.jpg,23628,20980,20006,24596,23007,28564,28250,27790,21426,25600,46935,2754
スイーツキャニオン,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】マリカにじさんじ杯開催決定だそうで【シェリンにじさんじ】_01h27m35s.jpg,23623,20972,24595,22987,28577,28229,27794,21454,25601,46951,2754,0
スイーツキャニオン,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】マリカにじさんじ杯開催決定だそうで【シェリンにじさんじ】_01h31m02s.jpg,23598,20989,24613,28552,28220,27818,21465,25602,46963,2762,22413,24070
スイーツキャニオン,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】マリカにじさんじ杯開催決定だそうで【シェリンにじさんじ】_01h34m53s.jpg,23599,20973,24602,28570,28219,27797,21463,25574,46966,2791,22425,24100
チョコマウンテン,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】マリカにじさんじ杯開催決定だそうで【シェリンにじさんじ】_01h38m14s.jpg,25047,36035,22953,34812,15057,4839,26359,30707,21334,19345,24452,0
スイーツキャニオン,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】マリカにじさんじ杯開催決定だそうで【シェリンにじさんじ】_01h41m26s.jpg,25074,36011,22957,34817,15083,4847,26351,30709,21315,19349,24425,23634
スイーツキャニオン,mirror,DLC2,data\images_person1\DLC2\【マリカ8DX】マリカにじさんじ杯開催決定だそうで【シェリンにじさんじ】_01h45m14s.jpg,35987,22977,15084,26370,30707,19367,23642,20969,33975,23975,0,0
ピーチガーデン,mirror,DLC2,data\images_person1\DLC2\【マリカ8DX】マリカにじさんじ杯開催決定だそうで【シェリンにじさんじ】_01h48m50s.jpg,36005,22953,15080,26379,30722,19389,23624,20971,33959,23980,26733,28829
マリオカートスタジアム,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】マリカにじさんじ杯開催決定だそうで【シェリンにじさんじ】_01h52m32s.jpg,36022,22970,15107,26357,30720,19395,23635,20964,33936,23975,26755,37385
チョコマウンテン,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】マリカにじさんじ杯開催決定だそうで【シェリンにじさんじ】_01h55m47s.jpg,36019,22947,15135,26350,30715,19385,23651,20998,33909,23986,26778,37366
スイーツキャニオン,mirror,DLC2,data\images_person1\DLC2\【マリカ8DX】マリカにじさんじ杯開催決定だそうで【シェリンにじさんじ】_01h59m11s.jpg,36023,22948,15128,26344,30733,19401,23642,21006,33877,24006,26756,0
チョコマウンテン,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】全自動ひろゆき搭載マリカ【シェリンにじさんじ】_00h06m38s.jpg,27539,19654,28453,33299,26506,21636,20864,31133,45577,23392,23045,25897
トーキョースクランブル,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】全自動ひろゆき搭載マリカ【シェリンにじさんじ】_00h09m35s.jpg,27541,19660,28434,33272,21615,20889,31150,45593,23409,25886,23042,26520
エキサイトバイク,150cc,DLC2,data\images_person1\DLC2\【マリカ8DX】全自動ひろゆき搭載マリカ【シェリンにじさんじ】_00h12m53s.jpg,27527,19641,28433,33273,21615,20895,31171,45605,23391,25905,23030,26532
