cource,type,ver,image_path,rate_0,rate_1,rate_2,rate_3,rate_4,rate_5,rate_6,rate_7,rate_8,rate_9,rate_10,rate_11
モーモーカントリー,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】アラビアンなマリカを見せます。【岸堂天真ホロスターズ】_00h05m30s.jpg,12544,15594,10534,12131,12855,15463,23871,9324,10588,7952,0,0
アイスビルディング,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】アラビアンなマリカを見せます。【岸堂天真ホロスターズ】_00h53m36s.jpg,15483,8104,15968,17964,20720,17501,23284,17138,15960,10548,10528,0
メイプルツリーハウス,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】アラビアンなマリカを見せます。【岸堂天真ホロスターズ】_01h01m44s.jpg,15492,8121,15993,17954,20723,17471,17167,15967,10535,10519,23302,18495
どうぶつの森,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】アラビアンなマリカを見せます。【岸堂天真ホロスターズ】_01h05m26s.jpg,15512,8151,16002,17930,20745,17473,17153,15965,10521,10514,23306,1729
ベビィパーク,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】アラビアンなマリカを見せます。【岸堂天真ホロスターズ】_01h16m58s.jpg,8149,15989,20759,17502,10558,23309,18556,14829,14136,15404,12502,0
キノコキャニオン,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート10471 年内の目標を15000【岸堂天真ホロスターズ】_00h12m44s.jpg,11762,9670,10873,13380,9023,10456,9448,12044,11020,14357,11337,0
N64カラカラさばく,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート10471 年内の目標を15000【岸堂天真ホロスターズ】_00h44m40s.jpg,9694,10888,10610,14304,10364,15803,11370,16018,9979,13951,10979,18345
パリプロムナード,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート10471 年内の目標を15000【岸堂天真ホロスターズ】_02h23m22s.jpg,10845,9193,9763,16630,10254,16295,9948,8061,9784,4288,14565,10397
DKジャングル,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート10471 年内の目標を15000【岸堂天真ホロスターズ】_02h34m42s.jpg,10902,9195,9762,14589,10411,18144,10281,9787,10064,11386,12490,10794
ドラゴンロード,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート10471 年内の目標を15000【岸堂天真ホロスターズ】_02h46m00s.jpg,10939,9235,10415,18107,10285,9797,10065,11389,12484,10810,3442,12460
キノピオサーキット,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート10471 年内の目標を15000【岸堂天真ホロスターズ】_02h50m00s.jpg,10958,9261,10419,18111,10280,10057,11366,12506,10819,3447,12456,9827
ワルイージピンボール,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート11020 年内の目標を15000【岸堂天真ホロスターズ】_01h16m58s.jpg,11156,11441,14793,20888,24547,14140,12256,12765,17527,0,0,0
パックンスライダー,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート11020 年内の目標を15000【岸堂天真ホロスターズ】_01h22m50s.jpg,13541,10387,10303,9692,19012,6951,9251,8158,12780,11162,14821,10486
ホネホネさばく,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート11020 年内の目標を15000【岸堂天真ホロスターズ】_02h28m32s.jpg,11239,14840,14257,11403,18724,5987,11355,9936,10038,9849,0,0
シャーベットランド,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート11020 年内の目標を15000【岸堂天真ホロスターズ】_02h32m26s.jpg,11262,14862,14263,11408,18714,5983,9924,10037,13533,0,0,0
マリオサーキット,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート11020 年内の目標を15000【岸堂天真ホロスターズ】_03h46m02s.jpg,16659,10190,8879,10248,10219,11396,18791,6135,14963,12924,10520,0
キノピオハイウェイ,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート11426 年内の目標を15000【岸堂天真ホロスターズ】_00h19m44s.jpg,11580,9007,9909,10633,8923,8965,11519,11448,9870,9313,31241,11332
チクタクロック,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート11426 年内の目標を15000【岸堂天真ホロスターズ】_00h34m58s.jpg,9893,11542,11510,9863,9373,10005,11178,8971,10220,9779,10325,11537
サンシャインくうこう,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート11426 年内の目標を15000【岸堂天真ホロスターズ】_00h50m18s.jpg,11553,9870,10033,10208,9857,11514,15235,10950,9702,10944,10272,17863
DKジャングル,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート11426 年内の目標を15000【岸堂天真ホロスターズ】_02h19m48s.jpg,12489,11868,13250,8968,14094,10168,15723,15240,11217,14249,16634,15817
マリオカートスタジアム,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート11426 年内の目標を15000【岸堂天真ホロスターズ】_02h31m48s.jpg,13214,11895,12372,16171,9910,13891,17214,15238,14353,10332,0,0
プクプクビーチ,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート12409 年内の目標を15000【岸堂天真ホロスターズ】_00h45m00s.jpg,9345,13901,12201,3860,9424,12449,7924,8155,11408,13321,33206,12005
ワリオこうざん,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート12409 年内の目標を15000【岸堂天真ホロスターズ】_01h13m50s.jpg,13951,12276,9441,7954,8143,11964,11569,15311,24525,16617,10354,3855
ドーナツへいや,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート12644 年内の目標を15000【岸堂天真ホロスターズ】_00h21m52s.jpg,13549,12563,10066,20685,11943,10535,12667,9005,16546,14348,28209,12513
ネイチャーロード,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート12644 年内の目標を15000【岸堂天真ホロスターズ】_01h14m08s.jpg,12520,10173,12631,12513,24620,12786,21012,15201,13404,10075,12438,14659
リボンロード,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート12644 年内の目標を15000【岸堂天真ホロスターズ】_01h25m22s.jpg,12497,10147,12677,12496,12804,21061,15170,10080,12454,14670,16896,10912
ツルツルツイスター,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート12644 年内の目標を15000【岸堂天真ホロスターズ】_01h28m42s.jpg,12476,10162,12697,12501,12788,21046,15181,10107,12444,14697,16865,10914
N64カラカラさばく,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート12644 年内の目標を15000【岸堂天真ホロスターズ】_01h35m20s.jpg,12461,10149,12718,12491,12797,21071,15203,10095,12424,14699,16846,10970
ニューヨークドリーム,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート12795 年内の目標を15000【岸堂天真ホロスターズ】_00h17m52s.jpg,17861,32471,19183,11791,21174,9465,16637,16989,11454,12854,12135,13335
チョコマウンテン,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート12795 年内の目標を15000【岸堂天真ホロスターズ】_01h12m10s.jpg,17851,11668,9579,12837,13134,11362,14996,12635,9075,16276,17831,0
ニューヨークドリーム,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート12795 年内の目標を15000【岸堂天真ホロスターズ】_01h16m08s.jpg,17824,11683,9610,12834,13124,15017,12654,9089,16245,17825,9750,11122
ドルフィンみさき,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート12795 年内の目標を15000【岸堂天真ホロスターズ】_01h55m46s.jpg,9634,12977,13119,15043,9175,16188,17891,13680,8237,10674,8579,15060
パックンスライダー,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート13008 年内の目標を15000【岸堂天真ホロスターズ】_00h09m10s.jpg,13796,10636,10453,11930,7621,13034,11293,18471,10486,15833,12594,14067
ロックロックマウンテン,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート13008 年内の目標を15000【岸堂天真ホロスターズ】_00h16m14s.jpg,13806,10642,10455,11924,13031,11352,18425,10489,15840,12628,14091,9545
ミュージックパーク,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート13008 年内の目標を15000【岸堂天真ホロスターズ】_00h27m38s.jpg,13847,11932,13054,11345,18437,15857,12639,14025,9605,17458,13679,16907
スノーランド,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート13008 年内の目標を15000【岸堂天真ホロスターズ】_00h35m50s.jpg,13859,13067,18427,15896,12649,13976,9605,17465,20978,8514,0,0
カラカラさばく,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート13008 年内の目標を15000【岸堂天真ホロスターズ】_00h57m32s.jpg,13514,23941,14333,10471,11223,9346,1661,5956,18143,13056,12582,15894
N64カラカラさばく,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート13008 年内の目標を15000【岸堂天真ホロスターズ】_02h12m28s.jpg,13475,13073,12635,2392,24559,16588,22014,7701,15930,11384,18517,10225
ドルフィンみさき,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート13218 年内の目標は15000【岸堂天真ホロスターズ】_00h02m42s.jpg,13855,1000,10595,10414,13218,26170,11308,10739,9527,10027,0,0
ベルリンシュトラーセ,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート13218 年内の目標は15000【岸堂天真ホロスターズ】_01h20m58s.jpg,13299,2594,13233,18415,20982,12497,2435,11955,12723,13675,0,0
ウォーターパーク,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート13218 年内の目標は15000【岸堂天真ホロスターズ】_02h22m30s.jpg,13388,2682,18474,21054,2456,25612,10724,11202,13753,8052,28227,9904
マリオカートスタジアム,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート8925 2年前くらいに同じサムネ使ったけどバレないバレない！【岸堂天真ホロスターズ】_00h10m30s.jpg,9541,16107,7993,8237,8073,8552,8517,10128,8891,7903,11190,7965
カラカラさばく,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート8925 2年前くらいに同じサムネ使ったけどバレないバレない！【岸堂天真ホロスターズ】_00h21m20s.jpg,9605,16098,7958,8234,8588,8515,10120,8916,7925,11224,7961,20787
トーキョースクランブル,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート8925 2年前くらいに同じサムネ使ったけどバレないバレない！【岸堂天真ホロスターズ】_00h50m26s.jpg,8385,8301,8569,7868,8045,8984,8575,8093,1022,8974,8128,3200
リボンロード,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート9248 マリッカモンスターです。【岸堂天真ホロスターズ】_00h00m32s.jpg,5020,10869,9941,27020,21715,18967,12418,9248,18424,10132,5533,10641
ドーナツへいや,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート9248 マリッカモンスターです。【岸堂天真ホロスターズ】_00h55m34s.jpg,10876,9920,27108,21554,18994,12506,9410,12533,14544,14639,13592,10023
アイスビルディング,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート9248 マリッカモンスターです。【岸堂天真ホロスターズ】_01h13m30s.jpg,10896,9914,27098,21584,18994,12493,9531,12523,14731,9386,9101,14334
ミュートシティ,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート9248 マリッカモンスターです。【岸堂天真ホロスターズ】_01h20m18s.jpg,10871,9911,27127,21580,18983,12448,9562,12563,9409,9106,14367,13529
どうぶつの森,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート9750 年内の目標を15000にします。【岸堂天真ホロスターズ】_00h08m34s.jpg,18323,8643,9718,9769,17124,16036,19825,15573,10815,9124,9771,16623
スノーランド,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート9750 年内の目標を15000にします。【岸堂天真ホロスターズ】_01h05m20s.jpg,12740,11190,14076,9230,9421,7899,17219,9290,14694,10022,13772,0
カラカラさばく,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート9750 年内の目標を15000にします。【岸堂天真ホロスターズ】_01h31m18s.jpg,9254,9313,14654,10171,13806,5304,18855,13800,13900,13414,18460,0
パリプロムナード,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート9750 年内の目標を15000にします。【岸堂天真ホロスターズ】_01h35m10s.jpg,9256,9302,14663,10174,13811,5338,13822,13899,13398,8407,9951,14176
N64レインボーロード,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート9750 年内の目標を15000にします。【岸堂天真ホロスターズ】_02h14m10s.jpg,17392,39621,17627,12889,10602,9963,19069,12684,11653,7422,10919,10358
カラカラさばく,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】レート9750 年内の目標を15000にします。【岸堂天真ホロスターズ】_02h31m56s.jpg,9974,19052,11639,7440,10399,14036,14590,12555,9100,16911,16306,0
キノピオハーバー,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】最近食事も筋トレも睡眠も頑張ってるけど体に変化がない。順位分筋トレマリカ【岸堂天真ホロスターズ】_00h47m14s.jpg,9064,8508,8797,12462,8794,7961,26839,7721,7824,7916,0,0
ワリオスノーマウンテン,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】最近食事も筋トレも睡眠も頑張ってるけど体に変化がない。順位分筋トレマリカ【岸堂天真ホロスターズ】_00h54m56s.jpg,9096,8517,8836,12453,8766,26844,7713,7845,7931,8365,8677,12219
ミュートシティ,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】最近食事も筋トレも睡眠も頑張ってるけど体に変化がない。順位分筋トレマリカ【岸堂天真ホロスターズ】_01h13m08s.jpg,9140,8899,12407,26905,7984,8717,8266,1016,7513,8434,7963,0
キノピオサーキット,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】最近食事も筋トレも睡眠も頑張ってるけど体に変化がない。順位分筋トレマリカ【岸堂天真ホロスターズ】_01h24m32s.jpg,9139,8915,26940,8024,8711,8281,1053,7515,7993,8383,7860,8029
ココナッツモール,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】筋肉痛で体がバキバキですが、7位以下筋トレマリカ【岸堂天真ホロスターズ】_00h17m00s.jpg,8865,8595,7634,6215,8162,8276,13746,8834,1022,4280,13294,2749
キノピオサーキット,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】筋肉痛で体がバキバキですが、7位以下筋トレマリカ【岸堂天真ホロスターズ】_00h20m48s.jpg,8874,8587,7624,6220,8291,13764,8837,1018,4306,6381,2749,11084
リンリンメトロ,mirror,DLC2,data\images_person2\DLC2_mirror\【マリカ】筋肉痛で体がバキバキですが、7位以下筋トレマリカ【岸堂天真ホロスターズ】_01h16m36s.jpg,8458,4626,11012,7939,9173,12330,8199,7923,7897,8058,16445,8667
新レインボーロード,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13419 年内の目標は15000【岸堂天真ホロスターズ】_00h00m38s.jpg,9841,9432,9062,11888,15970,11311,26400,10091,21391,11704,13419,0
ベルリンシュトラーセ,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13419 年内の目標は15000【岸堂天真ホロスターズ】_00h08m52s.jpg,9833,9449,9061,16004,10093,11693,13430,4578,16135,10366,10079,1000
メイプルツリーハウス,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13419 年内の目標は15000【岸堂天真ホロスターズ】_00h13m22s.jpg,9105,10235,14735,16386,8418,7887,10612,9940,17336,8339,26531,13419
ココナッツモール,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13419 年内の目標は15000【岸堂天真ホロスターズ】_00h17m26s.jpg,9093,10239,14734,16388,8441,7889,10609,9956,17357,8332,26543,13400
ロンドンアベニュー,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13419 年内の目標は15000【岸堂天真ホロスターズ】_00h20m54s.jpg,9103,10242,14723,16391,8438,10630,9972,17339,8326,26555,13426,16135
ヘイホーこうざん,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13419 年内の目標は15000【岸堂天真ホロスターズ】_00h24m52s.jpg,9119,10248,16399,8462,10615,9971,17362,8317,26567,13428,16114,7880
ベビィパーク,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13419 年内の目標は15000【岸堂天真ホロスターズ】_00h28m30s.jpg,9110,10248,17368,8329,26574,13400,16136,7896,0,0,0,0
サンシャインくうこう,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13419 年内の目標は15000【岸堂天真ホロスターズ】_00h31m50s.jpg,10448,19521,19355,10597,9998,22107,10135,6736,13396,16151,2707,0
リボンロード,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13419 年内の目標は15000【岸堂天真ホロスターズ】_00h35m24s.jpg,10452,19509,19365,10581,10012,22105,10127,6741,13418,16174,2704,10141
シドニーサンシャイン,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13419 年内の目標は15000【岸堂天真ホロスターズ】_00h38m58s.jpg,10442,19530,19380,10578,10028,22113,10115,6734,13425,16172,2712,10144
ロックロックマウンテン,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13419 年内の目標は15000【岸堂天真ホロスターズ】_00h42m52s.jpg,10448,19539,19395,10575,10016,22131,13423,16156,2716,10156,34652,15393
キノコキャニオン,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13419 年内の目標は15000【岸堂天真ホロスターズ】_00h47m00s.jpg,10440,19528,19379,10580,10027,13433,16172,2717,10142,15404,18837,0
ココナッツモール,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13419 年内の目標は15000【岸堂天真ホロスターズ】_00h50m34s.jpg,10460,19533,19363,10605,10022,13440,16170,2715,10171,15397,18810,13625
ロンドンアベニュー,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13419 年内の目標は15000【岸堂天真ホロスターズ】_00h54m10s.jpg,10468,19510,19369,10024,13464,16155,2713,10193,15402,18802,13653,0
ワルイージピンボール,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13419 年内の目標は15000【岸堂天真ホロスターズ】_00h58m20s.jpg,19504,19369,10016,13488,16147,2722,10223,15412,18780,13671,28373,0
ワルイージピンボール,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13419 年内の目標は15000【岸堂天真ホロスターズ】_01h09m24s.jpg,19560,19389,13471,16154,2729,10208,15442,18793,13629,28409,11240,0
ビッグブルー,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13419 年内の目標は15000【岸堂天真ホロスターズ】_01h13m26s.jpg,19556,19396,13496,16170,2727,10200,18795,28426,10538,0,0,0
ハイラルサーキット,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13419 年内の目標は15000【岸堂天真ホロスターズ】_01h19m34s.jpg,13852,15465,11053,15981,17442,15503,10232,14805,7937,10140,1106,0
チョコマウンテン,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13419 年内の目標は15000【岸堂天真ホロスターズ】_01h22m50s.jpg,13829,15483,11029,15982,17464,15511,10234,14791,7947,10160,1111,13530
ドルフィンみさき,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13419 年内の目標は15000【岸堂天真ホロスターズ】_01h26m20s.jpg,13815,15458,11046,15986,17485,15510,10256,14786,7939,10161,1115,13552
ビッグブルー,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13419 年内の目標は15000【岸堂天真ホロスターズ】_01h29m24s.jpg,13807,15472,11037,15960,17492,10260,14786,7955,10186,1120,13524,28441
ワルイージピンボール,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13419 年内の目標は15000【岸堂天真ホロスターズ】_01h32m22s.jpg,13814,15452,11063,17475,10265,14802,7950,10186,1118,13527,28458,2728
ベビィパーク,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13419 年内の目標は15000【岸堂天真ホロスターズ】_01h36m22s.jpg,13795,15441,11088,10259,14817,7961,10197,1118,13524,28475,2752,10252
ワリオこうざん,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13419 年内の目標は15000【岸堂天真ホロスターズ】_01h42m26s.jpg,13804,15432,11086,10285,14848,7960,10200,1136,13544,28462,2762,10238
マリオカートスタジアム,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13419 年内の目標は15000【岸堂天真ホロスターズ】_01h46m20s.jpg,13814,15411,11105,10282,14833,7967,10185,1134,13565,28479,2779,10247
リボンロード,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13419 年内の目標は15000【岸堂天真ホロスターズ】_01h49m36s.jpg,13829,15418,11104,10275,14821,7960,10167,1151,13590,28477,2783,10269
ヨッシーバレー,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13419 年内の目標は15000【岸堂天真ホロスターズ】_01h53m14s.jpg,13838,15441,11083,10269,14834,7963,10189,1155,13585,28475,2800,10250
ピーチガーデン,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13601 年内の目標は15000【岸堂天真ホロスターズ】_00h02m06s.jpg,13650,0,0,0,0,15374,10747,12528,11455,10077,15225,9928
メイプルツリーハウス,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13601 年内の目標は15000【岸堂天真ホロスターズ】_00h05m26s.jpg,13647,15373,10744,12548,11481,10093,15230,9957,40647,10177,13601,13585
ワルイージピンボール,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13601 年内の目標は15000【岸堂天真ホロスターズ】_00h09m40s.jpg,13639,15383,12526,11467,10099,15215,40659,10199,13629,13593,3351,10723
チクタクロック,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13601 年内の目標は15000【岸堂天真ホロスターズ】_00h13m48s.jpg,13616,15372,12530,11478,15229,40675,10195,13652,13576,3366,10739,16191
シドニーサンシャイン,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13601 年内の目標は15000【岸堂天真ホロスターズ】_00h17m28s.jpg,13589,15353,12555,11489,15240,40683,10201,13655,13568,3367,10732,16215
スノーランド,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13601 年内の目標は15000【岸堂天真ホロスターズ】_00h21m24s.jpg,13602,15368,12540,11480,15240,40672,10190,13683,13592,3378,10744,16185
ドーナツへいや,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13601 年内の目標は15000【岸堂天真ホロスターズ】_00h24m32s.jpg,13589,15369,12555,15261,10179,13702,13585,3376,10733,16179,0,0
キノコリッジウェイ,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13601 年内の目標は15000【岸堂天真ホロスターズ】_00h28m34s.jpg,13616,15387,12540,15267,10179,13698,13599,3378,10712,16177,16382,19409
N64カラカラさばく,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13601 年内の目標は15000【岸堂天真ホロスターズ】_00h32m20s.jpg,13625,15363,15262,10181,13722,13618,3382,16187,16406,19390,0,0
ロックロックマウンテン,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13601 年内の目標は15000【岸堂天真ホロスターズ】_00h35m34s.jpg,13599,15247,10188,13726,13647,3392,16200,16413,19404,15577,17193,16767
ネイチャーロード,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13601 年内の目標は15000【岸堂天真ホロスターズ】_00h39m32s.jpg,13604,15240,10184,13746,13673,3407,16424,19405,16794,11814,12516,0
リンリンメトロ,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13601 年内の目標は15000【岸堂天真ホロスターズ】_00h43m06s.jpg,13605,15244,10201,13724,13663,3405,16415,19424,16806,11801,12542,18588
ココナッツモール,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13601 年内の目標は15000【岸堂天真ホロスターズ】_00h46m32s.jpg,13635,15226,10188,13734,13662,3406,16405,19440,16820,11793,12558,18584
パリプロムナード,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13601 年内の目標は15000【岸堂天真ホロスターズ】_00h50m08s.jpg,13651,15228,10214,13733,13651,3404,16380,19460,16835,11805,12543,18571
アイスビルディング,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13601 年内の目標は15000【岸堂天真ホロスターズ】_00h54m04s.jpg,13625,15250,10213,13712,13645,3408,16395,19480,16828,11817,12550,18577
シャーベットランド,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13601 年内の目標は15000【岸堂天真ホロスターズ】_00h58m10s.jpg,13599,15253,10235,13737,13645,3433,16385,19462,11830,12536,9215,0
スノーランド,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13601 年内の目標は15000【岸堂天真ホロスターズ】_01h01m58s.jpg,13621,15239,13765,13639,3435,19470,11844,12509,9211,4394,12580,14963
モーモーカントリー,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13601 年内の目標は15000【岸堂天真ホロスターズ】_01h05m14s.jpg,13627,15259,13792,13651,3452,19459,11838,12497,9207,4394,12553,14978
どうぶつの森,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13814 年内の目標は15000【岸堂天真ホロスターズ】_00h14m46s.jpg,10975,19450,13879,13277,16431,16117,9188,9667,13027,19076,18286,0
リンリンメトロ,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13814 年内の目標は15000【岸堂天真ホロスターズ】_00h18m04s.jpg,11003,19434,13886,13297,16429,16143,9180,9666,13024,19049,18293,16245
SFCレインボーロード,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13814 年内の目標は15000【岸堂天真ホロスターズ】_00h21m28s.jpg,11013,19450,13916,13313,16415,16124,9187,13005,19051,18286,16261,19206
ドルフィンみさき,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13814 年内の目標は15000【岸堂天真ホロスターズ】_00h28m20s.jpg,11022,19445,13913,13317,16388,9214,13015,18308,16260,19251,12564,13961
リボンロード,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13814 年内の目標は15000【岸堂天真ホロスターズ】_00h32m10s.jpg,11006,19461,13914,13303,16379,9218,13022,18319,16266,19272,12582,10762
ドルフィンみさき,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13814 年内の目標は15000【岸堂天真ホロスターズ】_00h35m54s.jpg,19481,13928,13329,16383,12998,18331,16247,19258,12583,10771,15266,0
エレクトロドリーム,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13814 年内の目標は15000【岸堂天真ホロスターズ】_00h39m28s.jpg,19503,13932,13346,18343,16268,9247,12578,10764,15272,16537,0,0
スイーツキャニオン,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13814 年内の目標は15000【岸堂天真ホロスターズ】_00h43m30s.jpg,19524,13914,18337,16259,19216,12593,10788,15296,16540,17483,1000,9330
アイスビルディング,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13814 年内の目標は15000【岸堂天真ホロスターズ】_00h47m38s.jpg,13934,18346,16261,19200,12595,10816,15324,16516,17473,997,17527,14230
テレサレイク,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13814 年内の目標は15000【岸堂天真ホロスターズ】_00h51m08s.jpg,13960,18360,16273,19197,10807,15352,17457,999,14229,17516,0,0
スカイガーデン,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13814 年内の目標は15000【岸堂天真ホロスターズ】_00h54m22s.jpg,13947,18383,16274,19207,10794,15374,17451,996,14222,17522,11635,11361
ロックロックマウンテン,150cc,DLC3,data\images_person2\DLC3_150cc\【マリカ】レート13814 年内の目標は15000【岸堂天真ホロスターズ】_00h58m38s.jpg,13952,18391,19208,10784,15396,17475,998,14242,17516,11627,11359,0
